id,type,text1,text2,text3,notes
domres_picket,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems. This one appears to have cut considerable corners in it's production to make it more easily massed.

The Picket was feared and hated by pirates on the frontier of the Domain for the relatively heavy firepower it would unleash upon unshielded craft. Often denigrated in Luddic propaganda as a ""murdering machine"" for the merciless aggression it displayed when activated.",,,
domres_embrasure,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Embrasure is a rarely seen utility vessel of the automated Exploratorium fleet. This platform acts as a resource gathering point, using small Sifter drones to grab raw materials and scavenged parts back to the Embrasure, before taking it back to primary storage and construction facilities. Normally these vessel remain inactive outside of standard function, however certain protocols can be activated which can bring these ships to bear to bulk out defense fleets in times of exceptional need.",,,
domres_hmi_sapper,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Sapper is a rarely seen utility vessel of the automated Exploratorium fleet. This ship is primarily focused on mining, with an eye towards breaking up asteroids and terrestial deposits for later acquisition by Embrasure class craft. In times of stress, these ships can also be outfitted as combat vessels with relative ease by automated systems, however their deployment represents the activation of dire straits by the automated systems.",,,
domres_barbican,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems. This one appears to have cut considerable corners in it's production to make it more easily massed.

 The Hornworks class was a design that uses parts from the larger Rampart and Berserker classes. The craft was used to equip smaller autonomous fleets with heavier ordinance, with the intention to bring heavier firepower without having to make an entirely new design, and to efficiently use resources without having to waste them on a larger ship. For the most part the Hornworks executes its function very efficiently, if only somewhat adequately.",,,
domres_outworks,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone. 

Anomaly 12-4C, also known as the Outworks, is something of an oddity that can occassionally coalesce as a consequence of Rampart and Berserker hulls being cannibalised and reassembled by autonomous construction units. The ship itself is simply a commonly observed amalgamation of the modular parts of both hulls being put together into a functional unit. During the Domain's heydey protocols often caught these ships mid construction, causing them to be disassembled and reconstructed properly. However, after many cycles alone on the frontier, autonomous systems can become corrupted, and these ships can emerge in Domain wardrone hangars - and despite their anomalous origins, due to the robustness of the modular construction of Huan-Gogel, these ships are still incredibly dangerous.",,,
domres_rampart,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone. 

Little more than an artillery platform with engines, the Rampart was attached to drone units to provide the heavy firepower necessary to meet cruiser and capital class hulls in the line of combat or to crack armoured orbital fortresses. In either role, heavy losses were anticipated, so the Rampart was designed with highly modular components which allowed badly damaged hulls to be rapidly cannibalized to repair lightly damaged hulls up to combat capacity without the need for shipyard facilities.",,,
domres_hmi_obj_440,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defences, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone - and these particular vessels bearing the colours of the Domain Resurgent are particularly dangerous.

The Object 440 was designed to observe if, using existing Exploratorium autofactory infrastructure, a capital grade Expansion Era shield generator could be produced on an autonomous drone. While the answer to this question was affirmative, the produced hull ended up being dedicated almost solely to the shield generator, with very little left aside for actual aggressive interactions with the enemy. Nevertheless, the vessel can block a staggering amount of punishment against its shield, providing ample support for other craft.",,,
domres_hmi_obj_361,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defences, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone - and these particular vessels bearing the colours of the Domain Resurgent are particularly dangerous.

Designed to be created from existing Exploratorium autfactories with no alteration to existing infrastructure, the Object 361 is a flexible craft with heavy ballistic armament supported by ample missile mounts. Surprisingly quick for its size and mass, this aggressive ship can perform close support or assault roles admirably. While the forward facing firepower is considerable, the mounts dedicated for point defense are awkward, and no mounts cover the engines. Nevertheless, this craft is still a considerable danger to an unsuspecting scavenger.",,,
domres_hmi_obj_241,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defences, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone - and these particular vessels bearing the colours of the Domain Resurgent are particularly dangerous.

 The Object 241 was produced as a part of an attempt to produce a carrier with Exploratorium infrastructure. With six fighter autofactories, its also the most illegal automous war drone produced by Huan-Gogel, as using autofactories to produce smaller autofactories in the absence of supervision is an incredibly dangerous idea. Consequently the design should have been deleted from the archives, and yet nevertheless here it is. Capable of pumping an absurd amount of fighters at the enemy and provide ample missile support in combat, this craft is let down by a movement profile that can be charitably described as 'sluggish'.",,,
domres_centurion,SHIP,"A solid heavy combat frigate, the Centurion can be counted upon to fill and hold gaps in the line of battle, as per the Domain-era doctrine practiced by the successor-state of the XIV Battlegroup. This Domain Resurgent derivative bears a ballistic rangefinder modification, thicker armour, and the ability to integrate AI cores into it's structure.

The Centurion is valued for its versatility due to an abundance of hybrid weapon slots and an integrated Damper Field that allows it to shrug off the fearsome firepower it is sure to face in combat.",,,
domres_hammerhead,SHIP,"A midline destroyer from the golden age of the Domain, the Hammerhead is respected for its staying power in battle as well as its ballistic capabilities. This one has a number of refinements implanted into the structure by the Domain Resurgent, such as thicker armour, a built-in Ballistic Rangefinder, and AI-core integration.",,,
domres_eagle,SHIP,"The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past. This particular model is straight from that past, designed and constructed by the Domain Resurgent back in its heyday. Instead of being developed for tactical strikes against the enemy, this vessel is designed for a more straightforward assault against formations. With more resilient weapons and engines, this ship can remain combat effective even after taking crippling damage. In almost every other regard, this vessel is identical underneath the added armour to the base Eagle.",,,
domres_mora,SHIP,"Seeing widespread use on the frontier of the Domain as mining vessels and stop-gap colony ships, the Domain Resurgent has taken the chassis and made various alterations to the fighter manufactory. The fighters produced by this ship are much better constructed, hardier and possess improved weapon systems. Combined with the ship's thick armour, solid strutcure and existing Damper Field, the Mora (DomRes) is a frustratingly stubborn ship to dispose of.",,,
,,,,,
station_domres_base,SHIP,"A giant hulk of a vessel which bears the markings of the 'Domain Resurgent'. For all appearances this vessel is reminiscent of a Domain-era Survey Mothership, except with considerably more defensive structures. However a lot of the structure has been torn away by previous engagements, with various scoring from ship weaponry and fighter fire. Exactly what happened to this vessel is unclear, however after slumbering for Ludd-knows how long its defensive protocol is still active, painting your vessel with target finders and scans as you approach.",,,
,,,,,
#FACTIONS,,,,,
brighton,FACTION,"The Brighton Federation is a rather effervescent polity based on a semi-organised republic of refugees. Originally formed by a small number of nomadic refugees uniting in the face of raider aggression, the Federation has expanded as the principal 'safe' gateway from the outer systems to the Core Worlds. While dedicated to humanitarian efforts, the Federation is often under strain from protecting and processing large numbers of refugees in the face of pirate and pather aggression. When combined with its relative irrelevance to Core World politics and weak industrial base, the Brighton Federation often struggles to make a difference in these trying times. Largely due to its very weak industrial base, the Federation  has turned to scavanging Domain-Era Derelicts and Remnant ships to remain competitive with the pirate raiders, something which has become a trademark of the Federation's stubborn pluckiness.",,,
,,,,,
#WEAPONS,,,,,
domres_shredder,WEAPON,"A miniaturized derivative of the Thumper, this weapon packs the same per shot punch, but has a smaller burst.",,,
domres_shredder_burst,WEAPON,"Similar to the typical Thumper, this weapon is limited to single short bursts. Useful for strikes against stripped armour.",,,
,,,,,
#PLANETS,,,,,
#Dieman,, ,,,
,,,,,
planet_brighton,CUSTOM,"The planet of Brighton is a desert planet of wildly swapping extremes of violent sandstorms, blistering day-time temperatures and freezing night-time periods. The people of Brighton are almost entirely comprised of desperate refugees, a hardy group of survivors that continually swells with new arrivals before crashing as they either die to the conditions or move on. Over time only the toughest survivors live here permanently, clustered near the rockier sections where water is findable and plants can take root.",,,
planet_sullivan,CUSTOM,"A rather large planetoid in the Belt, Sullivan has been taken over by the Brighton Federation as a combination mining and ship-building operation. Well defended by man-made orbital defences and the constant waves of asteroids, the industry on Sullivan is the beating heart of the Brighton Federation's fleet construction.",,,
hmi_endeavour_station_desc,CUSTOM,"Originally a pirate station used to raid Dieman, it was completely overwhelmed by a combination of the Brighton Federation and a wave of organised refugees given the promise of safe passage to the Core Worlds. Since then Endeavour Station has acted as a processing center for refugees with a lucrative and questionably ethical commercial district.",,,
planet_griffith,CUSTOM,"The base for a small organisation of freebooters and people smugglers, Griffith's success ebbs and flows depending on the number of refugees that come and go from Brighton. For the most part their activities fly under the radar of the Brighton polity, which tends to have far bigger problems than their small scale raider operation.",,,
,,,,,
#Manchester,,,,,
planet_manchester,CUSTOM,"A ruined planet that stands as the grave marker of the Domain Resurgent. Covered in blasted megalopolises and gigantic craters, the surface is still scorchingly radioactive from orbital bombardment. The atmosphere toxic as it is, thin and sear having been blown away from the horrifying bombardment.",,,
planet_dover,CUSTOM,"Originally a desertic world, this planet is the result of a runaway terraforming project. Even now the automated terraforming equipment continues to function, cooling the planet much more than the long-dead Domain Resurgent originally desired to produce this arctic world.",,,
domres_station_jump,CUSTOM,"A hulk of a station, it intermittently transmits messages welcoming refugees to the 'Domain Resurgent', with optimistic messages about the future in light of the collapse. The station itself is twisted and broken, however scans indicate some deeper sections are still intact.",,,
domres_station_mining,CUSTOM,"A collection station for the harvesting of Devon's moons and asteroids, it now lies dead and empty. There is some evidence of weapons scoring and damage to the super structure, however it appears this station is comparatively intact. Some salvage may remain aboard.",,,
domres_station_research,CUSTOM,"The prime controller of the terraforming project of Dover, this research station appears to be unusually unblemished and new compared with its possibly ancient age. Closer inspection suggests an active automous presence, which may be maintaining the facility. Some salvage may remain aboard.",,,
domres_station_orbital,CUSTOM,"Used to observe the planet of Cornwall to determine its suitability as a terraforming candidate, this station was haphazardly converted to accommodate a large number of people with a large number of hab rings for an unclear reason. These rings are now blasted open and crushed under weapons fire, the station spinning in a decaying orbit. Some salvage may remain aboard.",,,
,,,,,
domres_guard_probe,CUSTOM,"A comparatively simple structure constructed by the Domain Resurgent, this Guardian Post appears to be a hangar for automous defender drones. Despite being crippled from age and conflict, a fair number of drones remain active in its bays along with - if scans are correct - a fair amount of salvage.",,,
domres_guard_ship,CUSTOM,"A much larger defensive structure made by the Domain Resurgent, the Guardian Satelite contains more autonomous defensive systems. The hardy space-bourne base, despite being blown apart and haphazardly reconstructed by the autonomous systems, still appears to contain a bounty of loot in its holds, covetously collected for the long-dead Domain Resurgent.",,,
domres_guard_station,CUSTOM,"Broken and scarred, the Guardian Station drifts a battered  hulk. One of the many autonomous platforms the Domain Resurgent pinned its hopes on to protect them, it now lies ruined from combat and crippled by decades of floating in space. The autonomous station is surprisingly still functional - and might hold a large amount of loot and salvage in its holds.",,,
domres_guard_station_functional,CUSTOM,"Pristine and untouched, this fully functional Guardian Station possesses all of its combat modules and is very much active. A dangerous foe to combat, but almost guarantees a major haul of salvage and loot from its untouched holds.",,,
,,,,,
hmi_recon_relay_desc,CUSTOM,"Emitting a weak signal, this half-constructed fragment appears to have been built half-way by drones for some unknown purpose.",,,
hmi_mirror_desc,CUSTOM,"A stellar mirror, that has fallen out of orbit with it's home planet - however, the construction of this one is remarkably odd, and it emits a weak signal.",,,
,,,,,
domres_landing,CUSTOM,"Barren and cracked, Scarborough's Landing lies derelict and deserted. Across the surface lies small collections of cargo blocks turned habs, ship wrecks turned apartments, broken excavators turned into tents all linked by the foamy crust of rockrete tubes. The shanty cities and slum towns lie long abandoned and stripped of anything functional or valuable.",,,
,,,,,
#BEACONS,,,,,
HMI_DomRes_warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles.

This one is a much older model, the emitted signal weak from age.",,"On approach your comms is spammed by an insistent transmission. This is not by design - it appears that the transmitter, in order to convey it's message to any vessel that approached, transmits on all frequencies. Not just communication frequencies - ALL frequencies. Including, frustratingly enough, intership communication signals. The signal can be reduced, but the tinny sound continues to squawk through every single communication you make:

""Welcome traveller to Manchester, home of the Domain Resurgent! We are the last remnant of the Domain after the Calamitous Closure of the Gates. On seeing the calamity, the Wise Administrators of Manchester turned their sights to restoring the Domain, sending out Colony Protection Fleets, and setting out to terraform the sector. With the luscious farms of Exeter and the mighty forges of Devon, your every want and desire will be quenched, and soon the Domain will once again bring joy and prosperity to the Sector! Already our expeditions are selecting your future homes, the autonomous drones restructuring the imperfect worlds into lands of milk and honey! All are welcome and safe in the Domain Resurgent, the Last Remnant of Humanity's Domain!""",
HMI_DomResBoss_warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles.

This one is a much older model, the emitted signal weak from age.",,,
,,,,,
#SHIP_SYSTEMS,,,,,
domres_hmi_creep_drive,SHIP_SYSTEM,Briefly accelerates time. Comes with 3 charges that recharge over time.,,,
hmi_lidararray,SHIP_SYSTEM,"Increases the range, rate of fire, and accuracy of hardpoint weapons while temporarily standing down turrets and all beam weapons.",Offensive,"Increases the range, rate of fire, and accuracy of hardpoint weapons while temporarily standing down turrets and all beam weapons.",
